timestamp,open,high,low,close,volume,RSI
2024-05-01 00:00:00,60651.2,60816.7,60060.6,60217.2,10900.384,23.785440811029716
2024-05-01 01:00:00,60217.3,60389.0,59833.0,60110.6,11290.556,23.785440811029716
2024-05-01 02:00:00,60110.6,60159.2,59555.0,59902.4,13309.707,23.785440811029716
2024-05-01 03:00:00,59902.3,60294.8,59873.0,60214.0,6341.794,23.785440811029716
2024-05-01 04:00:00,60214.0,60331.8,60156.2,60262.6,4701.579,23.785440811029716
2024-05-01 05:00:00,60262.6,60317.1,59923.4,60030.1,7410.252,23.785440811029716
2024-05-01 06:00:00,60030.1,60093.8,59455.6,59504.0,10437.072,23.785440811029716
2024-05-01 07:00:00,59504.0,59553.8,57030.0,57482.0,89034.023,23.785440811029716
2024-05-01 08:00:00,57482.0,57573.4,56537.7,57153.1,52439.249,23.785440811029716
2024-05-01 09:00:00,57153.0,57640.0,57016.8,57090.0,20996.732,23.785440811029716
2024-05-01 10:00:00,57090.0,57753.6,56855.0,57742.7,19944.004,23.785440811029716
2024-05-01 11:00:00,57742.7,57881.0,57433.0,57862.1,11939.642,23.785440811029716
2024-05-01 12:00:00,57862.2,58257.8,57693.8,57946.3,20476.181,23.785440811029716
2024-05-01 13:00:00,57946.3,57975.0,57142.6,57283.4,24236.777,23.785440811029716
2024-05-01 14:00:00,57283.5,57575.0,57035.4,57461.5,18235.903,27.553264591771253
2024-05-01 15:00:00,57461.5,57496.8,56651.2,56865.2,23722.161,23.384834562940753
2024-05-01 16:00:00,56865.3,57434.7,56729.9,57021.7,17948.888,26.52653096366552
2024-05-01 17:00:00,57021.7,57760.0,56600.0,57398.6,19540.45,33.5894323435232
2024-05-01 18:00:00,57398.5,59438.2,57256.7,58884.4,68962.061,52.836907597993395
2024-05-01 19:00:00,58884.4,59232.8,56860.0,56935.7,56904.011,37.489988613316605
2024-05-01 20:00:00,56935.7,57518.0,56729.0,57334.2,18836.915,41.24813335276493
2024-05-01 21:00:00,57334.1,58147.1,57231.1,57888.0,13757.34,46.098085198507725
2024-05-01 22:00:00,57888.0,58188.6,57824.5,57857.9,8709.594,45.87641695703579
2024-05-01 23:00:00,57858.0,58550.8,57800.0,58307.6,14033.125,49.763144622186324
2024-05-02 00:00:00,58307.7,58571.1,57616.0,57736.5,14483.719,45.31281134351592
2024-05-02 01:00:00,57736.4,57873.3,56951.6,57096.6,17976.843,40.899291004177336
2024-05-02 02:00:00,57096.5,57627.2,57087.9,57439.1,10036.336,44.0410086494843
2024-05-02 03:00:00,57439.1,57661.5,57344.9,57407.6,6145.515,43.810341493972324
2024-05-02 04:00:00,57407.7,57619.0,57274.0,57373.0,4694.508,43.54058433144138
