timestamp,open,high,low,close,volume,RSI
2024-05-01 00:00:00,60651.2,60816.7,60567.8,60568.0,2290.474,41.59612665484982
2024-05-01 00:15:00,60568.0,60700.0,60350.0,60390.8,2640.976,41.59612665484982
2024-05-01 00:30:00,60390.9,60402.0,60060.6,60331.2,4442.82,41.59612665484982
2024-05-01 00:45:00,60330.0,60414.1,60154.9,60217.2,1526.114,41.59612665484982
2024-05-01 01:00:00,60217.3,60310.7,59835.0,59861.0,4148.92,41.59612665484982
2024-05-01 01:15:00,59861.1,60315.9,59833.0,60274.9,3453.111,41.59612665484982
2024-05-01 01:30:00,60275.0,60389.0,60214.5,60219.9,1790.202,41.59612665484982
2024-05-01 01:45:00,60219.8,60224.2,60007.1,60110.6,1898.323,41.59612665484982
2024-05-01 02:00:00,60110.6,60159.2,59555.0,59555.0,6066.146,41.59612665484982
2024-05-01 02:15:00,59555.1,59849.0,59555.0,59716.6,3530.007,41.59612665484982
2024-05-01 02:30:00,59716.6,59922.1,59628.0,59797.1,2423.79,41.59612665484982
2024-05-01 02:45:00,59797.1,59963.5,59790.7,59902.4,1289.764,41.59612665484982
2024-05-01 03:00:00,59902.3,60082.8,59873.0,60024.3,2078.512,41.59612665484982
2024-05-01 03:15:00,60024.3,60099.0,59970.4,59980.2,1188.665,41.59612665484982
2024-05-01 03:30:00,59980.2,60218.3,59977.7,60150.1,1862.832,48.005912361894815
2024-05-01 03:45:00,60150.0,60294.8,60086.4,60214.0,1211.785,50.21880010308661
2024-05-01 04:00:00,60214.0,60331.8,60186.8,60275.5,1548.246,52.32200853213206
2024-05-01 04:15:00,60275.6,60285.5,60156.2,60181.3,1132.175,48.913193457780224
2024-05-01 04:30:00,60181.3,60296.0,60168.9,60260.8,1083.598,51.76910818499045
2024-05-01 04:45:00,60260.7,60311.7,60181.7,60262.6,937.56,51.834762042830334
2024-05-01 05:00:00,60262.6,60317.1,60112.0,60146.9,1359.007,47.371075020031405
2024-05-01 05:15:00,60146.8,60196.8,59969.9,60007.6,2359.829,42.613139034826155
2024-05-01 05:30:00,60007.6,60232.9,59965.0,60030.0,2085.412,43.59423265386085
2024-05-01 05:45:00,60030.0,60057.4,59923.4,60030.1,1606.004,43.598868430084615
2024-05-01 06:00:00,60030.1,60093.8,59855.7,59905.2,1907.355,39.25892132411557
2024-05-01 06:15:00,59905.1,59976.0,59700.0,59706.8,2121.025,33.54649870016367
2024-05-01 06:30:00,59706.8,59833.2,59611.3,59790.2,2989.54,37.653307225240084
2024-05-01 06:45:00,59790.3,59841.1,59455.6,59504.0,3419.152,30.652596699942123
2024-05-01 07:00:00,59504.0,59553.8,57600.0,58485.6,32412.739,17.899539715175152
2024-05-01 07:15:00,58485.7,58625.0,57310.0,57973.9,23334.011,14.610347310742057
2024-05-01 07:30:00,57973.8,58129.0,57030.0,57694.1,23510.714,13.183744220022035
2024-05-01 07:45:00,57694.2,57909.6,57314.4,57482.0,9776.559,12.210433835403066
2024-05-01 08:00:00,57482.0,57573.4,56913.4,57333.7,14869.983,11.56740044515216
2024-05-01 08:15:00,57333.8,57333.8,56537.7,57010.1,23216.874,10.29354684014379
2024-05-01 08:30:00,57010.0,57175.0,56814.0,56862.2,8061.907,9.764287359223218
2024-05-01 08:45:00,56862.1,57153.3,56780.1,57153.1,6290.485,18.626585786307714
2024-05-01 09:00:00,57153.0,57640.0,57016.8,57328.1,9707.658,23.49446491008625
2024-05-01 09:15:00,57328.0,57516.0,57107.8,57401.7,5698.861,25.512664599914118
2024-05-01 09:30:00,57401.6,57454.3,57259.8,57359.9,2169.985,25.10756756082128
2024-05-01 09:45:00,57359.9,57373.8,57090.0,57090.0,3420.228,22.611046684572955
2024-05-01 10:00:00,57090.0,57148.1,56855.0,56954.7,5577.685,21.45912698060428
2024-05-01 10:15:00,56954.8,57500.0,56888.7,57419.3,6667.777,33.91008637865835
2024-05-01 10:30:00,57419.3,57683.7,57301.0,57567.9,3903.553,37.33206105667097
2024-05-01 10:45:00,57567.4,57753.6,57445.1,57742.7,3794.989,41.18953934805668
2024-05-01 11:00:00,57742.7,57843.9,57536.2,57599.1,4533.647,39.06231287884144
2024-05-01 11:15:00,57599.1,57687.7,57470.9,57555.1,2023.06,38.407783776541756
2024-05-01 11:30:00,57555.2,57620.0,57433.0,57619.9,1990.757,40.002241631677116
2024-05-01 11:45:00,57619.9,57881.0,57604.0,57862.1,3392.178,45.664086932032085
2024-05-01 12:00:00,57862.2,58229.8,57693.8,58185.3,7647.941,52.15283722069691
2024-05-01 12:15:00,58185.3,58188.0,57910.3,58028.0,4805.612,49.08079131017774
2024-05-01 12:30:00,58027.9,58257.8,57991.4,58096.5,3607.851,50.44960216281808
2024-05-01 12:45:00,58096.5,58115.0,57772.5,57946.3,4414.777,47.43829595958836
2024-05-01 13:00:00,57946.3,57975.0,57682.8,57828.0,4300.8,45.15229455178036
2024-05-01 13:15:00,57828.0,57830.0,57636.9,57675.0,3117.601,42.31237409206912
2024-05-01 13:30:00,57675.0,57676.1,57142.6,57505.1,10864.625,39.35242347297792
2024-05-01 13:45:00,57505.1,57749.1,57233.0,57283.4,5953.751,35.83015277672382
2024-05-01 14:00:00,57283.5,57537.7,57035.4,57253.1,7236.783,35.36426903885162
2024-05-01 14:15:00,57253.1,57473.6,57135.3,57414.4,4246.58,39.84815219074028
2024-05-01 14:30:00,57414.4,57575.0,57189.8,57442.3,4579.13,40.61552963320019
2024-05-01 14:45:00,57442.4,57566.9,57300.0,57461.5,2173.41,41.171725649069344
2024-05-01 15:00:00,57461.5,57496.8,56920.0,56963.0,6285.767,32.627270928367565
2024-05-01 15:15:00,56963.0,57175.0,56651.2,57075.7,10469.816,35.86772141367335
2024-05-01 15:30:00,57075.7,57134.0,56915.0,56957.2,2919.048,34.01515890052612
2024-05-01 15:45:00,56957.1,56989.7,56717.1,56865.2,4047.53,32.60705463087332
2024-05-01 16:00:00,56865.3,57030.7,56729.9,56999.5,5215.787,36.72488207011165
2024-05-01 16:15:00,56999.6,57411.1,56956.2,57320.1,6547.762,45.31491427111663
2024-05-01 16:30:00,57320.1,57434.7,56931.3,56994.0,4095.63,39.4485992657239
2024-05-01 16:45:00,56994.1,57095.1,56884.8,57021.7,2089.709,40.157277692593006
2024-05-01 17:00:00,57021.7,57132.8,56729.7,56750.0,3247.856,35.738918879941224
2024-05-01 17:15:00,56749.9,57233.3,56600.0,57160.0,5587.711,45.48617304907947
2024-05-01 17:30:00,57160.0,57341.6,57116.1,57179.9,3366.384,45.914983275944586
2024-05-01 17:45:00,57180.0,57760.0,57135.3,57398.6,7338.499,50.52133238510381
